id,name,category,primary_muscles,secondary_muscles,difficulty,equipment,exercise_type,sets,seconds_per_set,repetitions_per_set,rest,video,thumbnail,pro_only,uses_weights,thumbnail_url,video_url
5927,"Side plank hand feet wide, right",strength,Obliques,,Novice,-,repetition_based,3,,"10,10,10","30,30,30,30,30",2023_rob013m.mp4,ea101492db9d91b4bdadc5318720fe8bf1f2.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/ea101492db9d91b4bdadc5318720fe8bf1f2.png,https://static.virtuagym.com/videos/2023_rob013m.mp4
7516,Thruster - Barbell,strength,"Quads, Glutes, Shoulders",Triceps,Intermediate,Barbell,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_impact104.mp4,9c917f46f928a0514e2c0f415e149c486feb.png,FALSE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/9c917f46f928a0514e2c0f415e149c486feb.png,https://static.virtuagym.com/videos/2023_impact104.mp4
5478,"Lunge side, left - barbell",strength,Quads,Glutes,Novice,Barbell,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_bl014m.mp4,699b11bae86e8c589342b7ab0fcfe7c0cb75.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/699b11bae86e8c589342b7ab0fcfe7c0cb75.png,https://static.virtuagym.com/videos/2023_bl014m.mp4
6054,"Reverse lunge, alternated - Barbell",strength,"Quads, Glutes",,Novice,Barbell,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_rob007a.mp4,783fe4b071f00614a6cdd3b806c18b2101b2.png,FALSE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/783fe4b071f00614a6cdd3b806c18b2101b2.png,https://static.virtuagym.com/videos/2023_rob007a.mp4
7310,Pull up - ST,strength,Lats,Biceps,Intermediate,Suspension trainer,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_impact076.mp4,7ab6fad523ac022b4207d9ffbbfd98e296c4.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/7ab6fad523ac022b4207d9ffbbfd98e296c4.png,https://static.virtuagym.com/videos/2023_impact076.mp4
10083,Arms overhead - Hulahoop,strength,"Back, All Abs",,Beginner,Hula Hoop,repetition_based,3,,"30,30,30","30,30,30,30,30",2023_kettler126.mp4,28fa2ef7ad52167f427a6adf8c18fc70e506.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/28fa2ef7ad52167f427a6adf8c18fc70e506.png,https://static.virtuagym.com/videos/2023_kettler126.mp4
694,Hang snatch - Barbell,strength,"Quads, Glutes, Lower Back, Shoulders",All Abs,Advanced,Barbell,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_id0052.mp4,155d6b3e99184cdcfb1ad1e196d549f4e346.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/155d6b3e99184cdcfb1ad1e196d549f4e346.png,https://static.virtuagym.com/videos/2023_id0052.mp4
8591,"Kneeling glute activation, left",strength,Quads,"Glutes, Hamstrings",Novice,-,repetition_based,3,,"10,10,10","30,30,30,30,30",2023_impact146m.mp4,0b622d90f6bac7f526f47783c79df960cdc7.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/0b622d90f6bac7f526f47783c79df960cdc7.png,https://static.virtuagym.com/videos/2023_impact146m.mp4
4107,"Rear deltoid raise sideways, right - FB",strength,Back,,Intermediate,"Exercise ball, Dumbbells",repetition_based,3,,"12,10,8","30,30,30,30,30",2023_eb029.mp4,bd6750e301a2bb412da4fd9262008821cffa.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/bd6750e301a2bb412da4fd9262008821cffa.png,https://static.virtuagym.com/videos/2023_eb029.mp4
8605,Forward push - Sled,strength,Legs,,Beginner,Prowler Sled,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_impact090.mp4,b1225de6565117bf8951c5301bbb05a36287.png,FALSE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/b1225de6565117bf8951c5301bbb05a36287.png,https://static.virtuagym.com/videos/2023_impact090.mp4
12754,Burpee jump far push-up,strength,"Quads, Chest","Glutes, Hamstrings, Lower Back, Triceps",Intermediate,-,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_id1313.mp4,4b28805b70d18b95d4362ea97d9dfa84c2c1.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/4b28805b70d18b95d4362ea97d9dfa84c2c1.png,https://static.virtuagym.com/videos/2023_id1313.mp4
8733,Farmers walk headlock and suitcase - SB,strength,Quads,"Obliques, Glutes, Hamstrings, Forearms, Biceps",Intermediate,Sandbag,time_based,3,"30,30,30",,"10,10,10,10,10",2023_sb016.mp4,3ee2b438f16455c185d67f5a212277a4cbb1.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/3ee2b438f16455c185d67f5a212277a4cbb1.png,https://static.virtuagym.com/videos/2023_sb016.mp4
671,"Overhead reverse lunge, left - KB",strength,"Quads, Glutes","Shoulders, Legs, Triceps",Beginner,Kettlebell,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_rob021.mp4,c735fcb29194f2469a6731548fae8beb9a2a.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/c735fcb29194f2469a6731548fae8beb9a2a.png,https://static.virtuagym.com/videos/2023_rob021.mp4
6446,"Overhead lunge, alternated - FB",strength,"Quads, Glutes",,Novice,Exercise ball,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_rob032a.mp4,24542805cc06b8c4c52c1d292a50ee00587c.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/24542805cc06b8c4c52c1d292a50ee00587c.png,https://static.virtuagym.com/videos/2023_rob032a.mp4
5483,"Hip flexion standing, left - pulley",strength,Quads,,Novice,Pulley,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_pl005m.mp4,be98752b4d8a5a03211be8030542ef8e7d30.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/be98752b4d8a5a03211be8030542ef8e7d30.png,https://static.virtuagym.com/videos/2023_pl005m.mp4
8590,"Kneeling glute activation, right",strength,Quads,"Glutes, Hamstrings",Novice,-,repetition_based,3,,"10,10,10","30,30,30,30,30",2023_impact146.mp4,ffd7b789a085f7bf2cc649b9078e05395726.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/ffd7b789a085f7bf2cc649b9078e05395726.png,https://static.virtuagym.com/videos/2023_impact146.mp4
6067,"Overhead reverse lunge, right - DBs",strength,"Quads, Glutes",,Novice,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_rob024m.mp4,1c0a5331c247d3d965dd15e1867ec0b36121.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/1c0a5331c247d3d965dd15e1867ec0b36121.png,https://static.virtuagym.com/videos/2023_rob024m.mp4
10116,Forward and backward walk dribble - MRB,strength,"Quads, Glutes",,Beginner,Resistance band,repetition_based,3,,"10,10,10","30,30,30,30,30",2023_kettler111.mp4,e574a90b97c502efee093f543a5d2dad3f19.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/e574a90b97c502efee093f543a5d2dad3f19.png,https://static.virtuagym.com/videos/2023_kettler111.mp4
6433,"Goblet split squat, left - DB",strength,"Glutes, Quads",,Novice,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_impact021.mp4,5a699be2cd77cb091b01385e13efcbe8c8da.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/5a699be2cd77cb091b01385e13efcbe8c8da.png,https://static.virtuagym.com/videos/2023_impact021.mp4
115,"Horseback riding, trot",cardio,Cardiovascular System,Full Body,Novice,-,repetition_based,0,,,"30,30,30,30,30",2023_sid0106.mp4,bf05aa22a8595ab8484a0ea40b91a3e2d56c.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/bf05aa22a8595ab8484a0ea40b91a3e2d56c.png,https://static.virtuagym.com/videos/2023_sid0106.mp4
7767,"Crunch one leg up, right - BB",strength,Obliques,,Beginner,Bodybow,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_bodyb017.mp4,9043e11c3e67d83a934558c27189837c3b30.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/9043e11c3e67d83a934558c27189837c3b30.png,https://static.virtuagym.com/videos/2023_bodyb017.mp4
54,"Squash, competition",cardio,Cardiovascular System,Full Body,Novice,-,repetition_based,0,,,"30,30,30,30,30",2023_sid0065.mp4,040055244d34ea36766044f84e846a057759.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/040055244d34ea36766044f84e846a057759.png,https://static.virtuagym.com/videos/2023_sid0065.mp4
6814,Lunge walk shoulder press - KBs,strength,"Quads, Glutes",Shoulders,Novice,Kettlebell,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_rob076.mp4,f568e73e982e430385ebfa87e9aaa861e8d5.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/f568e73e982e430385ebfa87e9aaa861e8d5.png,https://static.virtuagym.com/videos/2023_rob076.mp4
10128,"Triceps extension, right - MRB",strength,Triceps,,Beginner,Resistance band,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_kettler118.mp4,2366fbb7fcf981acdacb8c4bbefc4f9862b0.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/2366fbb7fcf981acdacb8c4bbefc4f9862b0.png,https://static.virtuagym.com/videos/2023_kettler118.mp4
7756,"Front raise, left - DB, BB",strength,Shoulders,,Beginner,"Bodybow, Dumbbells",repetition_based,3,,"12,10,8","30,30,30,30,30",2023_bodyb024.mp4,473ed0760cfa9be6ed0128aa75e22ac88a6f.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/473ed0760cfa9be6ed0128aa75e22ac88a6f.png,https://static.virtuagym.com/videos/2023_bodyb024.mp4
10069,One leg jumps - Hurdle,strength,Quads,"Calves, Glutes",Beginner,Hurdle,repetition_based,3,,"20,20,20","30,30,30,30,30",2023_id1207.mp4,413cfa33e350c910258b10889ed8aaa8b8ce.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/413cfa33e350c910258b10889ed8aaa8b8ce.png,https://static.virtuagym.com/videos/2023_id1207.mp4
9710,Front raise - GS,strength,"Shoulders, Front Shoulders",,Beginner,Gymstick,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_kettler003.mp4,f7082110b9ae69d4c35fa59ccb0084dba4a6.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/f7082110b9ae69d4c35fa59ccb0084dba4a6.png,https://static.virtuagym.com/videos/2023_kettler003.mp4
2004,"Pull in bent leg lying, right - Pulley",strength,Quads,,Novice,Pulley,repetition_based,3,,"10,10,10","30,30,30,30,30",2023_pl011.mp4,39ed2e70fc49f6241651c548ee88f7ddcf0c.png,FALSE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/39ed2e70fc49f6241651c548ee88f7ddcf0c.png,https://static.virtuagym.com/videos/2023_pl011.mp4
16380,"Leg swing front back, right",strength,"Glutes, Quads",,Novice,Parallel bars,repetition_based,2,,"10,10","30,30,30,30,30",2023_id0066.mp4,ade15e1bb208150ddbac7d506193ec5632c8.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/ade15e1bb208150ddbac7d506193ec5632c8.png,https://static.virtuagym.com/videos/2023_id0066.mp4
475,Qigong,cardio,Full Body,,Novice,-,repetition_based,0,,,"30,30,30,30,30",2023_sid0116.mp4,79a734a4c6eb2c167e8f8530a75c24f02548.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/79a734a4c6eb2c167e8f8530a75c24f02548.png,https://static.virtuagym.com/videos/2023_sid0116.mp4
7765,"Rotation crunch, left - BB",strength,Obliques,,Beginner,Bodybow,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_bodyb015.mp4,58d6ef8b3735caa33a7e2f55c2f647496f4a.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/58d6ef8b3735caa33a7e2f55c2f647496f4a.png,https://static.virtuagym.com/videos/2023_bodyb015.mp4
105,"Hockey, recreational",cardio,Cardiovascular System,Full Body,Novice,-,repetition_based,0,,,"30,30,30,30,30",2023_sid0125.mp4,ce1721f9da19a5801065c3cde881e1121d27.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/ce1721f9da19a5801065c3cde881e1121d27.png,https://static.virtuagym.com/videos/2023_sid0125.mp4
16381,"Leg swing front back, left",strength,"Glutes, Quads",,Novice,Parallel bars,repetition_based,2,,"10,10","30,30,30,30,30",2023_id0066m.mp4,305c8e73d924e8ca21d595a62471a002e052.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/305c8e73d924e8ca21d595a62471a002e052.png,https://static.virtuagym.com/videos/2023_id0066m.mp4
7759,"Lateral raise, right - DB, BB",strength,Shoulders,,Beginner,"Bodybow, Dumbbells",repetition_based,3,,"12,10,8","30,30,30,30,30",2023_bodyb025m.mp4,08f46d8b129a20498b2a0712c31b2807e74f.png,FALSE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/08f46d8b129a20498b2a0712c31b2807e74f.png,https://static.virtuagym.com/videos/2023_bodyb025m.mp4
6434,"Goblet split squat, right - DB",strength,"Quads, Glutes",,Novice,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_impact021m.mp4,bfc6c8477860fa489ccb03f73b20fc921a5e.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/bfc6c8477860fa489ccb03f73b20fc921a5e.png,https://static.virtuagym.com/videos/2023_impact021m.mp4
8707,"Fluid rowing machine, duration - high intensity",cardio,Cardiovascular System,Full Body,Novice,Cardio,time_based,0,,,"30,30,30,30,30",2023_fluid.mp4,d7335b09acc118c5356425cbe4d3ed44b723.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/d7335b09acc118c5356425cbe4d3ed44b723.png,https://static.virtuagym.com/videos/2023_fluid.mp4
7298,"Goblet bulgarian split squat, right - DB, Box",strength,Quads,,Beginner,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_impact101m.mp4,8597b0547a896cecff94dd4fd7b14dda0033.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/8597b0547a896cecff94dd4fd7b14dda0033.png,https://static.virtuagym.com/videos/2023_impact101m.mp4
106,"Hockey, competition",cardio,Cardiovascular System,Full Body,Novice,-,repetition_based,0,,,"30,30,30,30,30",2023_sid0125.mp4,17a6dd0022ec0b1828a113f855dc46cdbb70.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/17a6dd0022ec0b1828a113f855dc46cdbb70.png,https://static.virtuagym.com/videos/2023_sid0125.mp4
9666,Lunge walk double headlock - SBs,strength,Quads,"Hamstrings, Glutes, Biceps",Novice,Sandbag,time_based,3,"12,12,12",,"30,30,30,30,30",2023_sb038.mp4,1ef7f31ecbc17af02f2b96fb96a037d33d14.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/1ef7f31ecbc17af02f2b96fb96a037d33d14.png,https://static.virtuagym.com/videos/2023_sb038.mp4
7661,"Bulgarian split squat, left - Barbell, Box",strength,"Quads, Glutes",Legs,Intermediate,Barbell,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_impact123.mp4,f2bd373121b73bc8e949c54d8982e02f9957.png,FALSE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/f2bd373121b73bc8e949c54d8982e02f9957.png,https://static.virtuagym.com/videos/2023_impact123.mp4
15831,Push-up clap,strength,Chest,Triceps,Intermediate,-,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_id0027.mp4,197dce08502a752b1c2e7ef5b9cc82a5429e.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/197dce08502a752b1c2e7ef5b9cc82a5429e.png,https://static.virtuagym.com/videos/2023_id0027.mp4
10682,"Lying hip flexion, right - MRB",strength,"Quads, Legs",,Beginner,Resistance band,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_kettler119m.mp4,3f7fa74e596f149880d53271c4aaf24384b4.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/3f7fa74e596f149880d53271c4aaf24384b4.png,https://static.virtuagym.com/videos/2023_kettler119m.mp4
7304,"Goblet single leg squat, left - DB",strength,Quads,"Hamstrings, Glutes, Lower Back",Beginner,"Box / step, Dumbbells",repetition_based,3,,"12,10,8","30,30,30,30,30",2023_impact099m.mp4,f23c6e7c974d4f355a6251279489f1237ab5.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/f23c6e7c974d4f355a6251279489f1237ab5.png,https://static.virtuagym.com/videos/2023_impact099m.mp4
65,"Tennis indoor, single",cardio,Cardiovascular System,Full Body,Novice,-,repetition_based,0,,,"30,30,30,30,30",2023_sid0091.mp4,60b29a3604a5c657afd8f95a5eb6ba893c67.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/60b29a3604a5c657afd8f95a5eb6ba893c67.png,https://static.virtuagym.com/videos/2023_sid0091.mp4
3914,Burpee jump far,strength,"Quads, Abs - Straight Abs","Glutes, Hamstrings, Lower Back",Novice,-,repetition_based,3,,"10,8,6","30,30,30,30,30",2023_id1312.mp4,82aede0c3574e5ca7577f1c6482c997bc097.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/82aede0c3574e5ca7577f1c6482c997bc097.png,https://static.virtuagym.com/videos/2023_id1312.mp4
6987,"Split squat, right - DB",strength,"Quads, Glutes",,Beginner,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_impact066.mp4,ef7c57e8d2ec61cf643b036851b3d723881d.png,FALSE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/ef7c57e8d2ec61cf643b036851b3d723881d.png,https://static.virtuagym.com/videos/2023_impact066.mp4
6444,"Push press, left - DB",strength,Shoulders,Triceps,Beginner,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_impact112m.mp4,4593a9a5ac08c1032d2776a20b0713a12a85.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/4593a9a5ac08c1032d2776a20b0713a12a85.png,https://static.virtuagym.com/videos/2023_impact112m.mp4
16383,"Leg swing sideways, right",strength,"Abductor, Adductor",,Beginner,Parallel bars,repetition_based,2,,"10,10","30,30,30,30,30",2023_id0067m.mp4,8e7e96b0b14f4a06315fe3e6fef2858b7552.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/8e7e96b0b14f4a06315fe3e6fef2858b7552.png,https://static.virtuagym.com/videos/2023_id0067m.mp4
5926,"Side plank hand feet wide, left",strength,Obliques,,Novice,-,repetition_based,3,,"10,10,10","30,30,30,30,30",2023_rob013.mp4,d3d28784bf6d947809c67f4d231994e570c1.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/d3d28784bf6d947809c67f4d231994e570c1.png,https://static.virtuagym.com/videos/2023_rob013.mp4
10055,Plank - ST,strength,Abs - Straight Abs,,Beginner,Suspension trainer,repetition_based,3,,"15,15,15","30,30,30,30,30",2023_kettler053.mp4,d273b44c24b58e8897dd82f50f6cd6d442dc.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/d273b44c24b58e8897dd82f50f6cd6d442dc.png,https://static.virtuagym.com/videos/2023_kettler053.mp4
6306,"Side plank elbow knee star static, right",strength,Obliques,"Glutes, Abductor",Novice,-,time_based,3,"30,30,30",,"30,30,30,30,30",2023_rob056m.mp4,27780d0429b29e9b90e82959b66a7a72b9d6.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/27780d0429b29e9b90e82959b66a7a72b9d6.png,https://static.virtuagym.com/videos/2023_rob056m.mp4
10132,Deadlift - MRB,strength,"Lower Back, Glutes, Hamstrings",,Novice,Resistance band,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_kettler091.mp4,74796e512662dcd7f0980d78ac67fa77b5d8.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/74796e512662dcd7f0980d78ac67fa77b5d8.png,https://static.virtuagym.com/videos/2023_kettler091.mp4
6422,"Hip airplane, right",strength,Glutes,"Hamstrings, Obliques, Lower Back",Intermediate,-,repetition_based,3,,"10,10,10","30,30,30,30,30",2023_impact002m.mp4,ca5747eec95d369daa3356448cb92d771472.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/ca5747eec95d369daa3356448cb92d771472.png,https://static.virtuagym.com/videos/2023_impact002m.mp4
13659,"Endorotation 45 degrees abduction, left - Pulley",strength,Front Shoulders,"Chest, Shoulders",Beginner,Pulley,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_kv010m.mp4,a06f1e213927e6cd4d612e054a8ffc7241db.png,FALSE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/a06f1e213927e6cd4d612e054a8ffc7241db.png,https://static.virtuagym.com/videos/2023_kv010m.mp4
4078,"Chest fly, right - FB",strength,Chest,,Intermediate,"Exercise ball, Pulley",repetition_based,3,,"12,10,8","30,30,30,30,30",2023_eb015m.mp4,7e487a522fb64974c61c94b9e716e8306550.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/7e487a522fb64974c61c94b9e716e8306550.png,https://static.virtuagym.com/videos/2023_eb015m.mp4
10064,Jump over sideways - Hurdle,strength,Quads,Legs,Novice,Hurdle,repetition_based,3,,"20,20,20","30,30,30,30,30",2023_id1201.mp4,822e2c72e89634aa1a906a85ee6936231957.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/822e2c72e89634aa1a906a85ee6936231957.png,https://static.virtuagym.com/videos/2023_id1201.mp4
9229,Squat overhead and shouldering - SBs,strength,"Quads, Glutes",,Advanced,Sandbag,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_sb035m.mp4,c8598da22d51b287f1f3f597d06b43c00a49.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/c8598da22d51b287f1f3f597d06b43c00a49.png,https://static.virtuagym.com/videos/2023_sb035m.mp4
84,Beach Volleyball,cardio,Cardiovascular System,Full Body,Novice,-,repetition_based,0,,,"30,30,30,30,30",2023_sid0100.mp4,0227f5152300f4549e92349fe964989a69bd.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/0227f5152300f4549e92349fe964989a69bd.png,https://static.virtuagym.com/videos/2023_sid0100.mp4
13665,"Step up, right - Box",strength,Quads,"Glutes, Hamstrings",Intermediate,Box / step,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_ozp026m.mp4,ecf12b0b8c9a1e6e002e2672b9a656b4bfdb.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/ecf12b0b8c9a1e6e002e2672b9a656b4bfdb.png,https://static.virtuagym.com/videos/2023_ozp026m.mp4
7309,Pull up feet assisted - ST,strength,Lats,"Biceps, Quads",Beginner,Suspension trainer,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_impact075.mp4,80e88f15d1f3a02bb98606805a5da2644c8e.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/80e88f15d1f3a02bb98606805a5da2644c8e.png,https://static.virtuagym.com/videos/2023_impact075.mp4
4109,"Hip abduction, left - FB",strength,Abductor,,Intermediate,Exercise ball,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_eb021m.mp4,b5f27804659d1c257f1c74f46871d02f695e.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/b5f27804659d1c257f1c74f46871d02f695e.png,https://static.virtuagym.com/videos/2023_eb021m.mp4
7799,Thruster bottom up - KBs,strength,"Quads, Glutes, Shoulders",Triceps,Intermediate,Kettlebell,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_impact126.mp4,34b8454572acd3fa53fd522c7b12b7ff0d2b.png,FALSE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/34b8454572acd3fa53fd522c7b12b7ff0d2b.png,https://static.virtuagym.com/videos/2023_impact126.mp4
718,Stair Jumps,strength,Quads,"Glutes, Hamstrings, Lower Back",Beginner,-,repetition_based,2,,"10,8","30,30,30,30,30",2023_id0045.mp4,54c2aad90baf95e50d545b52aa6430eb3145.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/54c2aad90baf95e50d545b52aa6430eb3145.png,https://static.virtuagym.com/videos/2023_id0045.mp4
6973,"Summit trainer, duration",cardio,Cardiovascular System,,Novice,Cardio,repetition_based,0,,,"30,30,30,30,30",2023_lars02.mp4,1d9acc72120452fe52e44a1b9d2f00fa9476.png,FALSE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/1d9acc72120452fe52e44a1b9d2f00fa9476.png,https://static.virtuagym.com/videos/2023_lars02.mp4
7518,"Thruster, right - KB",strength,"Quads, Glutes, Shoulders",Triceps,Intermediate,Kettlebell,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_impact106.mp4,28e3a58531a879d1e77bfe0a447bcf05e7bb.png,TRUE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/28e3a58531a879d1e77bfe0a447bcf05e7bb.png,https://static.virtuagym.com/videos/2023_impact106.mp4
15821,"Lunge to shoulder press, alternated - DBs",strength,"Quads, Glutes, Shoulders","Arms, Back",Intermediate,Dumbbells,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_id0018.mp4,86e01bf1cc8f32d1447f6b7389ddb581855e.png,FALSE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/86e01bf1cc8f32d1447f6b7389ddb581855e.png,https://static.virtuagym.com/videos/2023_id0018.mp4
4110,"Hip adduction standing, right - FB",strength,Legs,,Novice,Exercise ball,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_eb022.mp4,cef41e6fb773d8e35409fe235ae2b89e3b42.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/cef41e6fb773d8e35409fe235ae2b89e3b42.png,https://static.virtuagym.com/videos/2023_eb022.mp4
6441,"Overhead lunge, alternated - Barbell",strength,"Quads, Glutes",,Novice,Barbell,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_rob031a.mp4,b577165d0f01a03cf51428e62adb831eeeca.png,FALSE,TRUE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/b577165d0f01a03cf51428e62adb831eeeca.png,https://static.virtuagym.com/videos/2023_rob031a.mp4
16376,"Plank circles, alternated - FB",strength,"All Abs, Back",,Intermediate,Exercise ball,repetition_based,3,,"12,10,8","30,30,30,30,30",2023_id0059.mp4,6c9df8794c15a13a53f310ad9ce836511f24.png,TRUE,FALSE,https://static.virtuagym.com/v29522/thumb/activity/thumbnail/6c9df8794c15a13a53f310ad9ce836511f24.png,https://static.virtuagym.com/videos/2023_id0059.mp4
